Número de Solicitud;Orden de Pago No.;Estado de Procesamiento;Monto de Orden de Pago;Monto de Deducción de Nota de Crédito;Fecha Otorgada de Orden de Pago;Fecha de Vencimiento de Orden de Pago;Monto Recaudado;Fecha de Recaudación;Institución;Fecha de Emisión de Orden de Pago;Banco de Pago;Canal de Recaudación;Tipo de Liquidación
req_no;taxt_pnn;afr_prst_nm;fee_pric;crdn_ddct_pric;fee_isud_de;fee_epdt;levy_pric;levy_de;orgz_nm;fee_iss_de;bank_cd;levy_chn_cd;ntfc_tp_cd
-;-;-;-;-;-;-;-;-;-;-;-;-;-
16928386201700000917P;FA050884;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16929463201700001746P;FA050874;PAGO CONFIRMADO;180.86;0;24/05/2017;01/06/2017;180.86;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928386201700000915P;FA050873;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16929463201700001744P;FA050872;PAGO CONFIRMADO;90.43;0;24/05/2017;01/06/2017;90.43;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929111201700000122P;FA050882;PAGO CONFIRMADO;90.43;0;24/05/2017;01/06/2017;90.43;25/05/2017;ARCSA;25/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933683201700000014P;FA050857;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929463201700001745P;FA050868;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927383201700000258P;FA050855;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;25/05/2017;ARCSA;24/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933683201700000009P;FA050838;PAGO CONFIRMADO;271.29;0;24/05/2017;01/06/2017;271.29;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913572201700000136P;FA050851;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928386201700000872P;FA050836;PAGO CONFIRMADO;90.43;0;24/05/2017;01/06/2017;90.43;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16928386201700000920P;FA050835;PAGO CONFIRMADO;180.86;0;24/05/2017;01/06/2017;180.86;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16929111201700000098P;FA050846;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;25/05/2017;ARCSA;25/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928386201700000871P;FA050845;PAGO CONFIRMADO;90.43;0;24/05/2017;01/06/2017;90.43;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16928386201700000918P;FA050834;PAGO CONFIRMADO;452.15;0;24/05/2017;01/06/2017;452.15;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16911365201700000002P;FA050831;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927720201700000235P;FA050844;PAGO CONFIRMADO;58.34;0;24/05/2017;01/06/2017;58.34;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16786019201700000011P;FA050829;PAGO CONFIRMADO;197.82;0;24/05/2017;01/06/2017;197.82;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16786019201700000009P;FA050828;PAGO CONFIRMADO;197.82;0;24/05/2017;01/06/2017;197.82;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16786019201700000008P;FA050827;PAGO CONFIRMADO;197.82;0;24/05/2017;01/06/2017;197.82;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16786019201700000007P;FA050826;PAGO CONFIRMADO;197.82;0;24/05/2017;01/06/2017;197.82;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16786019201700000001P;FA050824;PAGO CONFIRMADO;197.82;0;24/05/2017;01/06/2017;197.82;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16786019201700000006P;FA050825;PAGO CONFIRMADO;197.82;0;24/05/2017;01/06/2017;197.82;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16786019201700000005P;FA050823;PAGO CONFIRMADO;197.82;0;24/05/2017;01/06/2017;197.82;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792309201700000035P;FA050795;PAGO CONFIRMADO;904.34;0;23/05/2017;31/05/2017;904.34;25/05/2017;ARCSA;23/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16931310201700000095P;FA050793;PAGO CONFIRMADO;90.43;0;23/05/2017;31/05/2017;90.43;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792309201700000034P;FA050787;PAGO CONFIRMADO;904.34;0;23/05/2017;31/05/2017;904.34;25/05/2017;ARCSA;23/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16940402201700000006P;FA050773;PAGO CONFIRMADO;90.43;0;23/05/2017;31/05/2017;90.43;25/05/2017;ARCSA;23/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910092201700000026P;FA050772;PAGO CONFIRMADO;225.84;0;23/05/2017;31/05/2017;225.84;25/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928386201700000906P;FA050760;PAGO CONFIRMADO;904.34;0;23/05/2017;31/05/2017;904.34;25/05/2017;ARCSA;23/05/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16792309201700000033P;FA050757;PAGO CONFIRMADO;904.34;0;23/05/2017;31/05/2017;904.34;25/05/2017;ARCSA;23/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16930864201700000077P;FA050762;PAGO CONFIRMADO;90.43;0;23/05/2017;31/05/2017;90.43;25/05/2017;ARCSA;23/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16793831201700000001P;FA050749;PAGO CONFIRMADO;104.53;0;23/05/2017;31/05/2017;104.53;25/05/2017;ARCSA;23/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16930336201600000009P;FA050748;PAGO CONFIRMADO;180.86;0;23/05/2017;31/05/2017;180.86;25/05/2017;ARCSA;23/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16793704201700000003P;FA050747;PAGO CONFIRMADO;904.34;0;23/05/2017;31/05/2017;904.34;25/05/2017;ARCSA;23/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16911874201700000012P;FA050731;PAGO CONFIRMADO;51.05;0;23/05/2017;31/05/2017;51.05;25/05/2017;ARCSA;23/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928551201700000273P;FA050730;PAGO CONFIRMADO;271.29;0;23/05/2017;31/05/2017;271.29;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16006206201700000008P;FA050728;PAGO CONFIRMADO;58.34;0;23/05/2017;31/05/2017;58.34;25/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16006206201700000009P;FA050746;PAGO CONFIRMADO;58.34;0;23/05/2017;31/05/2017;58.34;25/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16928551201700000272P;FA050745;PAGO CONFIRMADO;271.29;0;23/05/2017;31/05/2017;271.29;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16930336201600000008P;FA050744;PAGO CONFIRMADO;180.86;0;23/05/2017;31/05/2017;180.86;25/05/2017;ARCSA;23/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16010235201700000015P;FA050715;PAGO CONFIRMADO;79.12;0;23/05/2017;31/05/2017;79.12;25/05/2017;ARCSA;23/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16006285201700000002P;FA050695;PAGO CONFIRMADO;904.34;0;23/05/2017;31/05/2017;904.34;25/05/2017;ARCSA;24/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16782098201700000017P;FA050709;PAGO CONFIRMADO;104.53;0;22/05/2017;30/05/2017;104.53;25/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16793358201700000004P;FA050708;PAGO CONFIRMADO;104.53;0;22/05/2017;30/05/2017;104.53;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16783494201700000004P;FA050707;PAGO CONFIRMADO;104.53;0;22/05/2017;30/05/2017;104.53;25/05/2017;ARCSA;25/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933683201700000017P;FA050692;PAGO CONFIRMADO;904.34;0;22/05/2017;30/05/2017;904.34;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16786788201700000016P;FA050657;PAGO CONFIRMADO;340.34;0;22/05/2017;30/05/2017;340.34;25/05/2017;ARCSA;22/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928038201700000071P;FA050654;PAGO CONFIRMADO;90.43;0;22/05/2017;30/05/2017;90.43;25/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16931835201700000094P;FA050666;PAGO CONFIRMADO;904.34;0;22/05/2017;30/05/2017;904.34;25/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16782098201700000009P;FA050641;PAGO CONFIRMADO;104.53;0;22/05/2017;30/05/2017;104.53;25/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901637201700000666P;FA050640;PAGO CONFIRMADO;904.34;0;22/05/2017;30/05/2017;904.34;25/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933683201700000012P;FA050639;PAGO CONFIRMADO;904.34;0;22/05/2017;30/05/2017;904.34;25/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928038201700000070P;FA050647;PAGO CONFIRMADO;90.43;0;22/05/2017;30/05/2017;90.43;25/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928204201700000170P;FA050630;PAGO CONFIRMADO;90.43;0;22/05/2017;30/05/2017;90.43;25/05/2017;ARCSA;23/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901637201700000690P;FA050623;PAGO CONFIRMADO;904.34;0;22/05/2017;30/05/2017;904.34;25/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16782098201700000008P;FA050617;PAGO CONFIRMADO;104.53;0;22/05/2017;30/05/2017;104.53;25/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792309201700000032P;FA050576;PAGO CONFIRMADO;904.34;0;22/05/2017;30/05/2017;904.34;25/05/2017;ARCSA;23/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16782098201700000007P;FA050574;PAGO CONFIRMADO;104.53;0;22/05/2017;30/05/2017;104.53;25/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16782098201700000006P;FA050614;PAGO CONFIRMADO;104.53;0;22/05/2017;30/05/2017;104.53;25/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928857201700000203P;FA050572;PAGO CONFIRMADO;904.34;0;22/05/2017;30/05/2017;904.34;25/05/2017;ARCSA;22/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928857201700000198P;FA050568;PAGO CONFIRMADO;904.34;0;22/05/2017;30/05/2017;904.34;25/05/2017;ARCSA;22/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792309201700000031P;FA050504;PAGO CONFIRMADO;904.34;0;19/05/2017;27/05/2017;904.34;25/05/2017;ARCSA;23/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792309201700000030P;FA050523;PAGO CONFIRMADO;904.34;0;19/05/2017;27/05/2017;904.34;25/05/2017;ARCSA;23/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927374201600000113P;FA050500;PAGO CONFIRMADO;904.34;0;19/05/2017;27/05/2017;904.34;25/05/2017;ARCSA;25/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928857201700000209P;FA050481;PAGO CONFIRMADO;904.34;0;19/05/2017;27/05/2017;904.34;25/05/2017;ARCSA;22/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910368201700000106P;FA050476;PAGO CONFIRMADO;58.34;0;19/05/2017;27/05/2017;58.34;25/05/2017;ARCSA;22/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16916534201700000060P;FA050471;PAGO CONFIRMADO;904.34;0;19/05/2017;27/05/2017;904.34;25/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16781362201700000001P;FA050454;PAGO CONFIRMADO;904.34;0;19/05/2017;27/05/2017;904.34;25/05/2017;ARCSA;21/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16911899201700000063P;FA050447;PAGO CONFIRMADO;113.04;0;19/05/2017;27/05/2017;113.04;25/05/2017;ARCSA;22/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16911271201700002500P;FA050430;PAGO CONFIRMADO;714.72;0;19/05/2017;27/05/2017;714.72;25/05/2017;ARCSA;19/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901726201700000254P;FA050424;PAGO CONFIRMADO;90.43;0;19/05/2017;27/05/2017;90.43;25/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16793752201700000002P;FA050388;PAGO CONFIRMADO;104.53;0;18/05/2017;26/05/2017;104.53;25/05/2017;ARCSA;19/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901726201700000253P;FA050425;PAGO CONFIRMADO;90.43;0;18/05/2017;26/05/2017;90.43;25/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16930389201700000012P;FA050371;PAGO CONFIRMADO;565.21;0;18/05/2017;26/05/2017;565.21;25/05/2017;ARCSA;19/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928857201700000202P;FA050369;PAGO CONFIRMADO;904.34;0;18/05/2017;26/05/2017;904.34;25/05/2017;ARCSA;19/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910368201700000058P;FA050366;PAGO CONFIRMADO;2258.41;0;18/05/2017;26/05/2017;2258.41;25/05/2017;ARCSA;22/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16930489201700000023P;FA050358;PAGO CONFIRMADO;904.34;0;18/05/2017;26/05/2017;904.34;25/05/2017;ARCSA;18/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16930489201700000022P;FA050357;PAGO CONFIRMADO;904.34;0;18/05/2017;26/05/2017;904.34;25/05/2017;ARCSA;18/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16930489201700000020P;FA050359;PAGO CONFIRMADO;904.34;0;18/05/2017;26/05/2017;904.34;25/05/2017;ARCSA;18/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16930489201700000019P;FA050360;PAGO CONFIRMADO;904.34;0;18/05/2017;26/05/2017;904.34;25/05/2017;ARCSA;;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927710201700000097P;FA050353;PAGO CONFIRMADO;225.84;0;18/05/2017;26/05/2017;225.84;25/05/2017;ARCSA;19/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16010119201700000012P;FA050348;PAGO CONFIRMADO;90.43;0;18/05/2017;26/05/2017;90.43;25/05/2017;ARCSA;24/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16911043201700000088P;FA050338;PAGO CONFIRMADO;565.21;0;18/05/2017;26/05/2017;565.21;25/05/2017;ARCSA;18/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16911043201700000092P;FA050333;PAGO CONFIRMADO;565.21;0;18/05/2017;26/05/2017;565.21;25/05/2017;ARCSA;18/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16786788201700000017P;FA050328;PAGO CONFIRMADO;340.34;0;18/05/2017;26/05/2017;340.34;25/05/2017;ARCSA;18/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910185201700000051P;FA050306;PAGO CONFIRMADO;90.43;0;17/05/2017;25/05/2017;90.43;25/05/2017;ARCSA;18/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16785521201700000001P;FA050304;PAGO CONFIRMADO;104.53;0;17/05/2017;25/05/2017;104.53;25/05/2017;ARCSA;19/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928989201700000271P;FA050297;PAGO CONFIRMADO;904.34;0;17/05/2017;25/05/2017;904.34;25/05/2017;ARCSA;18/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927439201700000092P;FA050295;PAGO CONFIRMADO;904.34;0;17/05/2017;25/05/2017;904.34;25/05/2017;ARCSA;17/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910516201700000003P;FA050293;PAGO CONFIRMADO;904.34;0;17/05/2017;25/05/2017;904.34;25/05/2017;ARCSA;18/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927439201700000091P;FA050278;PAGO CONFIRMADO;904.34;0;17/05/2017;25/05/2017;904.34;25/05/2017;ARCSA;17/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928989201700000273P;FA050269;PAGO CONFIRMADO;904.34;0;17/05/2017;25/05/2017;904.34;25/05/2017;ARCSA;18/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16911899201700000065P;FA050264;PAGO CONFIRMADO;169.56;0;17/05/2017;25/05/2017;169.56;25/05/2017;ARCSA;17/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16911899201700000066P;FA050257;PAGO CONFIRMADO;169.56;0;17/05/2017;25/05/2017;169.56;25/05/2017;ARCSA;17/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16911899201700000068P;FA050250;PAGO CONFIRMADO;58.34;0;17/05/2017;25/05/2017;58.34;25/05/2017;ARCSA;17/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16911899201700000069P;FA050249;PAGO CONFIRMADO;58.34;0;17/05/2017;25/05/2017;58.34;25/05/2017;ARCSA;17/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928857201700000200P;FA050238;PAGO CONFIRMADO;904.34;0;17/05/2017;25/05/2017;904.34;25/05/2017;ARCSA;19/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16916534201700000059P;FA050237;PAGO CONFIRMADO;904.34;0;17/05/2017;25/05/2017;904.34;25/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928038201700000030P;FA050216;PAGO CONFIRMADO;225.84;0;16/05/2017;24/05/2017;225.84;25/05/2017;ARCSA;17/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16779591201700000012P;FA050206;PAGO CONFIRMADO;904.34;0;16/05/2017;24/05/2017;904.34;25/05/2017;ARCSA;24/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928433201700000008P;FA050087;PAGO CONFIRMADO;904.34;0;15/05/2017;23/05/2017;904.34;25/05/2017;ARCSA;17/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910368201600000429P;FA049794;PAGO CONFIRMADO;225.84;0;11/05/2017;19/05/2017;225.84;25/05/2017;ARCSA;16/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910368201600000396P;FA049367;PAGO CONFIRMADO;225.84;0;04/05/2017;12/05/2017;225.84;25/05/2017;ARCSA;16/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910516201600000118P;FA044617;PAGO CONFIRMADO;90.43;0;22/02/2017;02/03/2017;90.43;25/05/2017;ARCSA;08/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
