Número de Solicitud;Orden de Pago No.;Estado de Procesamiento;Monto de Orden de Pago;Monto de Deducción de Nota de Crédito;Fecha Otorgada de Orden de Pago;Fecha de Vencimiento de Orden de Pago;Monto Recaudado;Fecha de Recaudación;Institución;Fecha de Emisión de Orden de Pago;Banco de Pago;Canal de Recaudación;Tipo de Liquidación
16932140201700000013P;FA051004;PAGO CONFIRMADO;361.72;0;25/05/2017;02/06/2017;361.72;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16793151201700000001P;FA051024;PAGO CONFIRMADO;197.82;0;25/05/2017;02/06/2017;197.82;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16914196201700000064P;FA051022;PAGO CONFIRMADO;904.34;0;25/05/2017;02/06/2017;904.34;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16912572201700000038P;FA051002;PAGO CONFIRMADO;180.86;0;25/05/2017;02/06/2017;180.86;29/05/2017;ARCSA;29/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16922126201700000045P;FA050981;PAGO CONFIRMADO;90.43;0;25/05/2017;02/06/2017;90.43;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913572201700000144P;FA051000;PAGO CONFIRMADO;904.34;0;25/05/2017;02/06/2017;904.34;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16788910201700000009P;FA050978;PAGO CONFIRMADO;714.72;0;25/05/2017;02/06/2017;714.72;29/05/2017;ARCSA;29/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913572201700000143P;FA050976;PAGO CONFIRMADO;904.34;0;25/05/2017;02/06/2017;904.34;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16931408201700000005P;FA050975;PAGO CONFIRMADO;904.34;0;25/05/2017;02/06/2017;904.34;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913572201700000145P;FA050974;PAGO CONFIRMADO;904.34;0;25/05/2017;02/06/2017;904.34;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913572201700000142P;FA050973;PAGO CONFIRMADO;904.34;0;25/05/2017;02/06/2017;904.34;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16793931201700000003P;FA050993;PAGO CONFIRMADO;41.80;0;25/05/2017;02/06/2017;41.80;29/05/2017;ARCSA;26/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913572201700000141P;FA050990;PAGO CONFIRMADO;904.34;0;25/05/2017;02/06/2017;904.34;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933683201700000011P;FA050972;PAGO CONFIRMADO;271.29;0;25/05/2017;02/06/2017;271.29;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913572201700000140P;FA050988;PAGO CONFIRMADO;904.34;0;25/05/2017;02/06/2017;904.34;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913572201700000139P;FA050987;PAGO CONFIRMADO;904.34;0;25/05/2017;02/06/2017;904.34;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16931408201700000004P;FA050970;PAGO CONFIRMADO;904.34;0;25/05/2017;02/06/2017;904.34;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933683201700000008P;FA050984;PAGO CONFIRMADO;271.29;0;25/05/2017;02/06/2017;271.29;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16932140201700000014P;FA050983;PAGO CONFIRMADO;361.72;0;25/05/2017;02/06/2017;361.72;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913572201700000135P;FA050941;PAGO CONFIRMADO;904.34;0;25/05/2017;02/06/2017;904.34;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913572201700000128P;FA050940;PAGO CONFIRMADO;904.34;0;25/05/2017;02/06/2017;904.34;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933683201700000007P;FA050969;PAGO CONFIRMADO;271.29;0;25/05/2017;02/06/2017;271.29;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16905896201700000006P;FA050965;PAGO CONFIRMADO;34.03;0;25/05/2017;02/06/2017;34.03;29/05/2017;ARCSA;25/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16912228201700000004P;FA050962;PAGO CONFIRMADO;197.82;0;25/05/2017;02/06/2017;197.82;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933376201700000033P;FA050942;PAGO CONFIRMADO;79.14;0;24/05/2017;01/06/2017;79.14;29/05/2017;ARCSA;25/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16789623201700000004P;FA050925;PAGO CONFIRMADO;104.53;0;24/05/2017;01/06/2017;104.53;29/05/2017;ARCSA;25/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16922126201700000018P;FA050923;PAGO CONFIRMADO;452.17;0;24/05/2017;01/06/2017;452.17;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16794056201700000004P;FA050898;PAGO CONFIRMADO;96.09;0;24/05/2017;01/06/2017;96.09;29/05/2017;ARCSA;25/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16912572201700000037P;FA050890;PAGO CONFIRMADO;180.86;0;24/05/2017;01/06/2017;180.86;29/05/2017;ARCSA;29/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16783935201700000011P;FA050888;PAGO CONFIRMADO;90.43;0;24/05/2017;01/06/2017;90.43;27/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928990201700000062P;FA050870;PAGO CONFIRMADO;90.43;0;24/05/2017;01/06/2017;90.43;29/05/2017;ARCSA;25/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16003686201700000002P;FA050859;PAGO CONFIRMADO;96.09;0;24/05/2017;01/06/2017;96.09;28/05/2017;ARCSA;28/05/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16910119201700000749P;FA050858;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;29/05/2017;ARCSA;24/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928812201700000105P;FA050867;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;29/05/2017;ARCSA;25/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928812201700000104P;FA050863;PAGO CONFIRMADO;90.43;0;24/05/2017;01/06/2017;90.43;29/05/2017;ARCSA;25/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16003686201700000005P;FA050854;PAGO CONFIRMADO;96.09;0;24/05/2017;01/06/2017;96.09;28/05/2017;ARCSA;28/05/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16003686201700000003P;FA050840;PAGO CONFIRMADO;96.09;0;24/05/2017;01/06/2017;96.09;28/05/2017;ARCSA;28/05/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16927758201700000009P;FA050839;PAGO CONFIRMADO;39.57;0;24/05/2017;01/06/2017;39.57;29/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16004129201700000063P;FA050842;PAGO CONFIRMADO;180.86;0;24/05/2017;01/06/2017;180.86;29/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792626201700000004P;FA050822;PAGO CONFIRMADO;104.53;0;24/05/2017;01/06/2017;104.53;29/05/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928857201700000219P;FA050779;PAGO CONFIRMADO;904.34;0;23/05/2017;31/05/2017;904.34;29/05/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927560201700000468P;FA050788;PAGO CONFIRMADO;214.41;0;23/05/2017;31/05/2017;214.41;29/05/2017;ARCSA;24/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16912572201700000033P;FA050761;PAGO CONFIRMADO;90.43;0;23/05/2017;31/05/2017;90.43;29/05/2017;ARCSA;23/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16938953201700000042P;FA050764;PAGO CONFIRMADO;340.34;0;23/05/2017;31/05/2017;340.34;29/05/2017;ARCSA;23/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901637201700000692P;FA050735;PAGO CONFIRMADO;180.86;0;23/05/2017;31/05/2017;180.86;29/05/2017;ARCSA;23/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16932604201700000063P;FA050727;PAGO CONFIRMADO;90.43;0;23/05/2017;31/05/2017;90.43;29/05/2017;ARCSA;23/05/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16932604201700000059P;FA050742;PAGO CONFIRMADO;90.43;0;23/05/2017;31/05/2017;90.43;29/05/2017;ARCSA;23/05/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16910995201700000066P;FA050722;PAGO CONFIRMADO;565.21;0;23/05/2017;31/05/2017;565.21;29/05/2017;ARCSA;24/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928819201700000988P;FA050719;PAGO CONFIRMADO;58.34;0;23/05/2017;31/05/2017;58.34;29/05/2017;ARCSA;23/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901637201700000691P;FA050703;PAGO CONFIRMADO;904.34;0;22/05/2017;30/05/2017;904.34;29/05/2017;ARCSA;23/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16793110201700000003P;FA050651;PAGO CONFIRMADO;104.53;0;22/05/2017;30/05/2017;104.53;29/05/2017;ARCSA;22/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16914196201700000060P;FA050665;PAGO CONFIRMADO;90.43;0;22/05/2017;30/05/2017;90.43;29/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901637201700000663P;FA050662;PAGO CONFIRMADO;904.34;0;22/05/2017;30/05/2017;904.34;29/05/2017;ARCSA;22/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16914196201700000055P;FA050632;PAGO CONFIRMADO;904.34;0;22/05/2017;30/05/2017;904.34;29/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16793031201700000005P;FA050646;PAGO CONFIRMADO;104.53;0;22/05/2017;30/05/2017;104.53;27/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16793031201700000004P;FA050645;PAGO CONFIRMADO;104.53;0;22/05/2017;30/05/2017;104.53;27/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16793031201700000003P;FA050631;PAGO CONFIRMADO;104.53;0;22/05/2017;30/05/2017;104.53;27/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910119201700000673P;FA050628;PAGO CONFIRMADO;90.43;0;22/05/2017;30/05/2017;90.43;29/05/2017;ARCSA;22/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16912572201700000035P;FA050581;PAGO CONFIRMADO;180.86;0;22/05/2017;30/05/2017;180.86;29/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16930317201700000021P;FA050624;PAGO CONFIRMADO;395.65;0;22/05/2017;30/05/2017;395.65;29/05/2017;ARCSA;22/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910119201700000672P;FA050580;PAGO CONFIRMADO;90.43;0;22/05/2017;30/05/2017;90.43;29/05/2017;ARCSA;22/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16791661201700000019P;FA050621;PAGO CONFIRMADO;10.45;0;22/05/2017;30/05/2017;10.45;29/05/2017;ARCSA;24/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901637201700000694P;FA050608;PAGO CONFIRMADO;904.34;0;22/05/2017;30/05/2017;904.34;29/05/2017;ARCSA;22/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
12900677201700000025P;FA050602;PAGO CONFIRMADO;904.34;0;22/05/2017;30/05/2017;904.34;29/05/2017;ARCSA;22/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16008636201700000065P;FA050423;PAGO CONFIRMADO;904.34;0;19/05/2017;27/05/2017;904.34;29/05/2017;ARCSA;20/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913755201700000010P;FA050300;PAGO CONFIRMADO;991.85;0;17/05/2017;25/05/2017;991.85;29/05/2017;ARCSA;18/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16930585201700000063P;FA050283;PAGO CONFIRMADO;90.43;0;17/05/2017;25/05/2017;90.43;29/05/2017;ARCSA;17/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16930585201700000062P;FA050276;PAGO CONFIRMADO;90.43;0;17/05/2017;25/05/2017;90.43;29/05/2017;ARCSA;17/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910191201600000172P;FA050127;PAGO CONFIRMADO;2258.41;0;15/05/2017;23/05/2017;2258.41;29/05/2017;ARCSA;17/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16930585201700000044P;FA049991;PAGO CONFIRMADO;90.43;0;15/05/2017;23/05/2017;90.43;29/05/2017;ARCSA;16/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16930585201700000051P;FA049888;PAGO CONFIRMADO;90.43;0;12/05/2017;20/05/2017;90.43;29/05/2017;ARCSA;12/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16780304201600000011P;FA040820;PAGO CONFIRMADO;2258.41;0;29/12/2016;06/01/2017;2258.41;29/05/2017;ARCSA;07/03/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
