Número de Solicitud;Orden de Pago No.;Estado de Procesamiento;Monto de Orden de Pago;Monto de Deducción de Nota de Crédito;Fecha Otorgada de Orden de Pago;Fecha de Vencimiento de Orden de Pago;Monto Recaudado;Fecha de Recaudación;Institución;Fecha de Emisión de Orden de Pago;Banco de Pago;Canal de Recaudación;Tipo de Liquidación
16793295201700000001P;FA051487;PAGO CONFIRMADO;104.53;0;31/05/2017;08/06/2017;104.53;01/06/2017;ARCSA;31/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16922126201600000067P;FA051469;PAGO CONFIRMADO;510.51;0;31/05/2017;08/06/2017;510.51;01/06/2017;ARCSA;31/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910177201700000047P;FA051466;PAGO CONFIRMADO;904.34;0;31/05/2017;08/06/2017;904.34;01/06/2017;ARCSA;31/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16004635201700000016P;FA051440;PAGO CONFIRMADO;104.53;0;31/05/2017;08/06/2017;104.53;01/06/2017;ARCSA;31/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16004635201700000015P;FA051437;PAGO CONFIRMADO;104.53;0;31/05/2017;08/06/2017;104.53;01/06/2017;ARCSA;31/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16793955201700000004P;FA051438;PAGO CONFIRMADO;20.9;0;31/05/2017;08/06/2017;20.9;01/06/2017;ARCSA;31/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16793955201700000005P;FA051436;PAGO CONFIRMADO;20.9;0;31/05/2017;08/06/2017;20.9;01/06/2017;ARCSA;31/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16793955201700000006P;FA051419;PAGO CONFIRMADO;20.9;0;31/05/2017;08/06/2017;20.9;01/06/2017;ARCSA;31/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16918478201700000012P;FA051418;PAGO CONFIRMADO;904.34;0;31/05/2017;08/06/2017;904.34;01/06/2017;ARCSA;31/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16918478201700000010P;FA051417;PAGO CONFIRMADO;904.34;0;31/05/2017;08/06/2017;904.34;01/06/2017;ARCSA;31/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16918478201700000009P;FA051416;PAGO CONFIRMADO;904.34;0;31/05/2017;08/06/2017;904.34;01/06/2017;ARCSA;31/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16918478201700000008P;FA051415;PAGO CONFIRMADO;904.34;0;31/05/2017;08/06/2017;904.34;01/06/2017;ARCSA;31/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16788314201600000103P;FA051414;PAGO CONFIRMADO;2258.41;0;31/05/2017;08/06/2017;2258.41;01/06/2017;ARCSA;31/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16918478201700000004P;FA051434;PAGO CONFIRMADO;904.34;0;31/05/2017;08/06/2017;904.34;01/06/2017;ARCSA;31/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16918478201700000003P;FA051433;PAGO CONFIRMADO;904.34;0;31/05/2017;08/06/2017;904.34;01/06/2017;ARCSA;31/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16918478201700000002P;FA051412;PAGO CONFIRMADO;904.34;0;31/05/2017;08/06/2017;904.34;01/06/2017;ARCSA;31/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16780332201700000003P;FA051411;PAGO CONFIRMADO;197.82;0;31/05/2017;08/06/2017;197.82;01/06/2017;ARCSA;31/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929463201700001865P;FA051429;PAGO CONFIRMADO;180.86;0;31/05/2017;08/06/2017;180.86;01/06/2017;ARCSA;01/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929463201700001864P;FA051427;PAGO CONFIRMADO;271.29;0;31/05/2017;08/06/2017;271.29;01/06/2017;ARCSA;01/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913219201700000019P;FA051407;PAGO CONFIRMADO;180.86;0;31/05/2017;08/06/2017;180.86;01/06/2017;ARCSA;01/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929463201700001863P;FA051426;PAGO CONFIRMADO;180.86;0;31/05/2017;08/06/2017;180.86;01/06/2017;ARCSA;01/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929463201700001861P;FA051425;PAGO CONFIRMADO;271.29;0;31/05/2017;08/06/2017;271.29;01/06/2017;ARCSA;01/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929463201700001860P;FA051424;PAGO CONFIRMADO;90.43;0;31/05/2017;08/06/2017;90.43;01/06/2017;ARCSA;01/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929463201700001859P;FA051422;PAGO CONFIRMADO;180.86;0;31/05/2017;08/06/2017;180.86;01/06/2017;ARCSA;01/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929463201700001856P;FA051360;PAGO CONFIRMADO;90.43;0;31/05/2017;08/06/2017;90.43;01/06/2017;ARCSA;01/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16781377201700000001P;FA051385;PAGO CONFIRMADO;104.53;0;30/05/2017;07/06/2017;104.53;01/06/2017;ARCSA;01/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16004635201700000014P;FA051384;PAGO CONFIRMADO;104.53;0;30/05/2017;07/06/2017;104.53;01/06/2017;ARCSA;31/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16004635201700000013P;FA051383;PAGO CONFIRMADO;104.53;0;30/05/2017;07/06/2017;104.53;01/06/2017;ARCSA;31/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16004635201700000012P;FA051354;PAGO CONFIRMADO;104.53;0;30/05/2017;07/06/2017;104.53;01/06/2017;ARCSA;31/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16004635201700000011P;FA051382;PAGO CONFIRMADO;104.53;0;30/05/2017;07/06/2017;104.53;01/06/2017;ARCSA;31/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16004635201700000010P;FA051353;PAGO CONFIRMADO;104.53;0;30/05/2017;07/06/2017;104.53;01/06/2017;ARCSA;31/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16004635201700000009P;FA051352;PAGO CONFIRMADO;104.53;0;30/05/2017;07/06/2017;104.53;01/06/2017;ARCSA;31/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16778846201700000003P;FA051349;PAGO CONFIRMADO;904.34;0;30/05/2017;07/06/2017;904.34;01/06/2017;ARCSA;30/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910177201700000045P;FA051337;PAGO CONFIRMADO;904.34;0;30/05/2017;07/06/2017;904.34;01/06/2017;ARCSA;30/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910177201700000042P;FA051302;PAGO CONFIRMADO;904.34;0;30/05/2017;07/06/2017;904.34;01/06/2017;ARCSA;30/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910817201700000051P;FA051287;PAGO CONFIRMADO;904.34;0;30/05/2017;07/06/2017;904.34;01/06/2017;ARCSA;30/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16930253201700000007P;FA051258;PAGO CONFIRMADO;904.34;0;30/05/2017;07/06/2017;904.34;01/06/2017;ARCSA;30/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16001018201700000004P;FA051255;PAGO CONFIRMADO;340.34;0;30/05/2017;07/06/2017;340.34;01/06/2017;ARCSA;30/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16005980201700000008P;FA051248;PAGO CONFIRMADO;904.34;0;30/05/2017;07/06/2017;904.34;01/06/2017;ARCSA;30/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16914113201700000015P;FA051223;PAGO CONFIRMADO;904.34;0;30/05/2017;07/06/2017;904.34;01/06/2017;ARCSA;31/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16785524201700000001P;FA051150;PAGO CONFIRMADO;96.09;0;29/05/2017;06/06/2017;96.09;01/06/2017;ARCSA;29/05/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16004129201700000062P;FA051126;PAGO CONFIRMADO;271.29;0;29/05/2017;06/06/2017;271.29;01/06/2017;ARCSA;29/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792362201700000009P;FA051033;PAGO CONFIRMADO;104.53;0;25/05/2017;02/06/2017;104.53;01/06/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792362201700000008P;FA051032;PAGO CONFIRMADO;104.53;0;25/05/2017;02/06/2017;104.53;01/06/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792362201700000010P;FA051031;PAGO CONFIRMADO;104.53;0;25/05/2017;02/06/2017;104.53;01/06/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901637201700000719P;FA051008;PAGO CONFIRMADO;904.34;0;25/05/2017;02/06/2017;904.34;01/06/2017;ARCSA;29/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16004129201700000070P;FA050971;PAGO CONFIRMADO;904.34;0;25/05/2017;02/06/2017;904.34;01/06/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16930477201700000030P;FA050929;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;01/06/2017;ARCSA;25/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901637201700000703P;FA050899;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;01/06/2017;ARCSA;25/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928601201700000019P;FA050897;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;01/06/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928601201700000023P;FA050904;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;01/06/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901637201700000712P;FA050903;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;01/06/2017;ARCSA;25/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928601201700000022P;FA050896;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;01/06/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928601201700000021P;FA050892;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;01/06/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928601201700000020P;FA050891;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;01/06/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16931538201600000034P;FA050886;PAGO CONFIRMADO;2258.41;0;24/05/2017;01/06/2017;2258.41;01/06/2017;ARCSA;25/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16932111201700000024P;FA050862;PAGO CONFIRMADO;395.65;0;24/05/2017;01/06/2017;395.65;01/06/2017;ARCSA;24/05/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792791201700000073P;FA050837;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;01/06/2017;ARCSA;30/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792791201700000053P;FA050852;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;01/06/2017;ARCSA;30/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792791201700000052P;FA050850;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;01/06/2017;ARCSA;30/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792791201700000026P;FA050848;PAGO CONFIRMADO;904.34;0;24/05/2017;01/06/2017;904.34;01/06/2017;ARCSA;30/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901637201700000702P;FA050734;PAGO CONFIRMADO;904.34;0;23/05/2017;31/05/2017;904.34;01/06/2017;ARCSA;23/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901637201700000701P;FA050732;PAGO CONFIRMADO;904.34;0;23/05/2017;31/05/2017;904.34;01/06/2017;ARCSA;23/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792791201700000072P;FA050689;PAGO CONFIRMADO;904.34;0;22/05/2017;30/05/2017;904.34;01/06/2017;ARCSA;30/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792791201700000054P;FA050687;PAGO CONFIRMADO;904.34;0;22/05/2017;30/05/2017;904.34;01/06/2017;ARCSA;30/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16792791201700000028P;FA050706;PAGO CONFIRMADO;904.34;0;22/05/2017;30/05/2017;904.34;01/06/2017;ARCSA;30/05/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
