Número de Solicitud;Orden de Pago No.;Estado de Procesamiento;Monto de Orden de Pago;Monto de Deducción de Nota de Crédito;Fecha Otorgada de Orden de Pago;Fecha de Vencimiento de Orden de Pago;Monto Recaudado;Fecha de Recaudación;Institución;Fecha de Emisión de Orden de Pago;Banco de Pago;Canal de Recaudación;Tipo de Liquidación
16913431201700000006P;FA052780;PAGO CONFIRMADO;340,34;0;14/06/2017;24/06/2017;340.34;15/06/2017;ARCSA;14/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928038201600000193P;FA052804;PAGO CONFIRMADO;2258,41;0;14/06/2017;10/01/2018;2258.41;15/06/2017;ARCSA;14/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928812201700000123P;FA052761;PAGO CONFIRMADO;180,86;0;14/06/2017;24/06/2017;180.86;15/06/2017;ARCSA;14/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928386201700001036P;FA052777;PAGO CONFIRMADO;904,34;0;14/06/2017;24/06/2017;904.34;15/06/2017;ARCSA;14/06/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16929463201700002015P;FA052760;PAGO CONFIRMADO;271,29;0;14/06/2017;24/06/2017;271.29;15/06/2017;ARCSA;15/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928386201700001035P;FA052758;PAGO CONFIRMADO;904,34;0;14/06/2017;24/06/2017;904.34;15/06/2017;ARCSA;14/06/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16005177201700000013P;FA052757;PAGO CONFIRMADO;104,53;0;14/06/2017;24/06/2017;104.53;15/06/2017;ARCSA;14/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928812201700000122P;FA052776;PAGO CONFIRMADO;904,34;0;14/06/2017;24/06/2017;904.34;15/06/2017;ARCSA;14/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16935590201700000006P;FA052767;PAGO CONFIRMADO;34,03;0;14/06/2017;22/06/2017;34.03;15/06/2017;ARCSA;15/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929091201700000059P;FA052770;PAGO CONFIRMADO;904,34;0;14/06/2017;24/06/2017;904.34;15/06/2017;ARCSA;14/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928386201700001044P;FA052750;PAGO CONFIRMADO;90,43;0;14/06/2017;24/06/2017;90.43;15/06/2017;ARCSA;14/06/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16785521201700000002P;FA052749;PAGO CONFIRMADO;104,53;0;14/06/2017;24/06/2017;104.53;15/06/2017;ARCSA;15/06/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16941631201700000012P;FA052748;PAGO CONFIRMADO;225,84;0;14/06/2017;10/01/2018;225.84;15/06/2017;ARCSA;15/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16794071201700000001P;FA052764;PAGO CONFIRMADO;96,09;0;14/06/2017;24/06/2017;96.09;15/06/2017;ARCSA;14/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16794071201700000002P;FA052746;PAGO CONFIRMADO;96,09;0;14/06/2017;24/06/2017;96.09;15/06/2017;ARCSA;14/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16006878201700000011P;FA052731;PAGO CONFIRMADO;340,34;0;13/06/2017;23/06/2017;340.34;15/06/2017;ARCSA;14/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910242201700000032P;FA052727;PAGO CONFIRMADO;904,34;0;13/06/2017;23/06/2017;904.34;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910242201700000031P;FA052711;PAGO CONFIRMADO;904,34;0;13/06/2017;23/06/2017;904.34;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928386201700001038P;FA052710;PAGO CONFIRMADO;904,34;0;13/06/2017;23/06/2017;904.34;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16928386201700001037P;FA052723;PAGO CONFIRMADO;904,34;0;13/06/2017;23/06/2017;904.34;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16928386201700001031P;FA052707;PAGO CONFIRMADO;90,43;0;13/06/2017;23/06/2017;90.43;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16910242201700000030P;FA052706;PAGO CONFIRMADO;904,34;0;13/06/2017;23/06/2017;904.34;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16900323201700000002P;FA052705;PAGO CONFIRMADO;904,34;0;13/06/2017;23/06/2017;904.34;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16900323201700000001P;FA052703;PAGO CONFIRMADO;904,34;0;13/06/2017;23/06/2017;904.34;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16786579201700000009P;FA052702;PAGO CONFIRMADO;104,53;0;13/06/2017;23/06/2017;104.53;15/06/2017;ARCSA;14/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929438201700000053P;FA052680;PAGO CONFIRMADO;71,47;0;13/06/2017;21/06/2017;71.47;15/06/2017;ARCSA;15/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16786579201700000008P;FA052676;PAGO CONFIRMADO;104,53;0;13/06/2017;23/06/2017;104.53;15/06/2017;ARCSA;14/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928829201700000650P;FA052683;PAGO CONFIRMADO;58,34;0;13/06/2017;21/06/2017;58.34;15/06/2017;ARCSA;14/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927464201700000080P;FA052661;PAGO CONFIRMADO;58,34;0;13/06/2017;21/06/2017;58.34;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928551201700000336P;FA052659;PAGO CONFIRMADO;904,34;0;13/06/2017;23/06/2017;904.34;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928551201700000335P;FA052658;PAGO CONFIRMADO;904,34;0;13/06/2017;23/06/2017;904.34;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928386201700001039P;FA052653;PAGO CONFIRMADO;904,34;0;13/06/2017;23/06/2017;904.34;15/06/2017;ARCSA;14/06/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16928551201700000333P;FA052654;PAGO CONFIRMADO;90,43;0;13/06/2017;23/06/2017;90.43;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16786579201700000007P;FA052649;PAGO CONFIRMADO;104,53;0;13/06/2017;23/06/2017;104.53;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16911264201700000015P;FA052628;PAGO CONFIRMADO;90,43;0;13/06/2017;09/01/2018;90.43;15/06/2017;ARCSA;15/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16786579201700000006P;FA052597;PAGO CONFIRMADO;104,53;0;12/06/2017;22/06/2017;104.53;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929438201700000056P;FA052603;PAGO CONFIRMADO;714,72;0;12/06/2017;22/06/2017;714.72;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928386201700001025P;FA052594;PAGO CONFIRMADO;180,86;0;12/06/2017;22/06/2017;180.86;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16004112201700000001P;FA052578;PAGO CONFIRMADO;104,53;0;12/06/2017;22/06/2017;104.53;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16911607201700000012P;FA052574;PAGO CONFIRMADO;904,34;0;12/06/2017;20/06/2017;904.34;15/06/2017;ARCSA;14/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913219201700000044P;FA052573;PAGO CONFIRMADO;180,86;0;12/06/2017;20/06/2017;180.86;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910194201700000049P;FA052531;PAGO CONFIRMADO;904,34;0;12/06/2017;20/06/2017;904.34;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16941367201700000006P;FA052551;PAGO CONFIRMADO;904,34;0;12/06/2017;22/06/2017;904.34;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16941367201700000005P;FA052529;PAGO CONFIRMADO;904,34;0;12/06/2017;22/06/2017;904.34;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16941367201700000004P;FA052528;PAGO CONFIRMADO;904,34;0;12/06/2017;22/06/2017;904.34;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16941367201700000003P;FA052546;PAGO CONFIRMADO;904,34;0;12/06/2017;22/06/2017;904.34;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16941367201700000002P;FA052527;PAGO CONFIRMADO;904,34;0;12/06/2017;22/06/2017;904.34;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16941367201700000001P;FA052544;PAGO CONFIRMADO;904,34;0;12/06/2017;22/06/2017;904.34;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16911874201700000010P;FA052511;PAGO CONFIRMADO;510,51;0;12/06/2017;08/01/2018;510.51;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933162201700000019P;FA052498;PAGO CONFIRMADO;58,34;0;12/06/2017;20/06/2017;58.34;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933162201700000018P;FA052497;PAGO CONFIRMADO;58,34;0;12/06/2017;20/06/2017;58.34;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933162201700000017P;FA052447;PAGO CONFIRMADO;58,34;0;12/06/2017;20/06/2017;58.34;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933162201700000016P;FA052494;PAGO CONFIRMADO;58,34;0;12/06/2017;20/06/2017;58.34;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933162201700000014P;FA052445;PAGO CONFIRMADO;58,34;0;12/06/2017;20/06/2017;58.34;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933803201700000008P;FA052493;PAGO CONFIRMADO;58,34;0;12/06/2017;20/06/2017;58.34;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933803201700000007P;FA052444;PAGO CONFIRMADO;58,34;0;12/06/2017;20/06/2017;58.34;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933803201700000006P;FA052492;PAGO CONFIRMADO;58,34;0;12/06/2017;20/06/2017;58.34;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933803201700000005P;FA052491;PAGO CONFIRMADO;58,34;0;12/06/2017;20/06/2017;58.34;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933162201700000015P;FA052486;PAGO CONFIRMADO;58,34;0;12/06/2017;20/06/2017;58.34;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16786579201700000005P;FA052442;PAGO CONFIRMADO;104,53;0;11/06/2017;21/06/2017;104.53;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16794294201700000001P;FA052397;PAGO CONFIRMADO;96,09;0;09/06/2017;19/06/2017;96.09;15/06/2017;ARCSA;10/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16781766201700000072P;FA052394;PAGO CONFIRMADO;20,9;0;09/06/2017;17/06/2017;20.9;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16935132201700000004P;FA052354;PAGO CONFIRMADO;136,12;0;09/06/2017;17/06/2017;136.12;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910119201700000775P;FA052374;PAGO CONFIRMADO;565,21;0;09/06/2017;17/06/2017;565.21;15/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16912572201700000045P;FA052369;PAGO CONFIRMADO;90,43;0;09/06/2017;17/06/2017;90.43;15/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16912572201700000043P;FA052346;PAGO CONFIRMADO;271,29;0;09/06/2017;17/06/2017;271.29;15/06/2017;ARCSA;15/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16008042201700000001P;FA052233;PAGO CONFIRMADO;10,45;0;08/06/2017;16/06/2017;10.45;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16785335201700000001P;FA052129;PAGO CONFIRMADO;96,09;0;07/06/2017;15/06/2017;96.09;15/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927697201700000174P;FA052106;PAGO CONFIRMADO;58,34;0;07/06/2017;03/01/2018;58.34;15/06/2017;ARCSA;12/06/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927265201700000002P;FA050670;PAGO CONFIRMADO;90,43;0;22/05/2017;08/01/2018;90.43;15/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
