Número de Solicitud;Orden de Pago No.;Estado de Procesamiento;Monto de Orden de Pago;Monto de Deducción de Nota de Crédito;Fecha Otorgada de Orden de Pago;Fecha de Vencimiento de Orden de Pago;Monto Recaudado;Fecha de Recaudación;Institución;Fecha de Emisión de Orden de Pago;Banco de Pago;Canal de Recaudación;Tipo de Liquidación
16928551201700000334P;FA052599;PAGO CONFIRMADO;904,34;0;12/06/2017;22/06/2017;904.34;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929463201700002014P;FA052598;PAGO CONFIRMADO;271,29;0;12/06/2017;22/06/2017;271.29;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928551201700000341P;FA052606;PAGO CONFIRMADO;90,43;0;12/06/2017;22/06/2017;90.43;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927935201700000024P;FA052581;PAGO CONFIRMADO;90,43;0;12/06/2017;20/06/2017;90.43;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16001588201700000025P;FA052577;PAGO CONFIRMADO;678,25;0;12/06/2017;20/06/2017;678.25;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16782830201700000007P;FA052572;PAGO CONFIRMADO;714,72;0;12/06/2017;22/06/2017;714.72;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16782646201700000002P;FA052590;PAGO CONFIRMADO;904,34;0;12/06/2017;20/06/2017;904.34;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901637201700000756P;FA052585;PAGO CONFIRMADO;90,43;0;12/06/2017;22/06/2017;90.43;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16930317201700000026P;FA052584;PAGO CONFIRMADO;90,43;0;12/06/2017;22/06/2017;90.43;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928551201700000314P;FA052567;PAGO CONFIRMADO;904,34;0;12/06/2017;22/06/2017;904.34;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928551201700000312P;FA052566;PAGO CONFIRMADO;904,34;0;12/06/2017;22/06/2017;904.34;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928551201700000313P;FA052582;PAGO CONFIRMADO;904,34;0;12/06/2017;22/06/2017;904.34;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929463201700002020P;FA052562;PAGO CONFIRMADO;180,86;0;12/06/2017;22/06/2017;180.86;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929463201700002021P;FA052541;PAGO CONFIRMADO;180,86;0;12/06/2017;22/06/2017;180.86;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929463201700002016P;FA052559;PAGO CONFIRMADO;271,29;0;12/06/2017;22/06/2017;271.29;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901637201700000766P;FA052539;PAGO CONFIRMADO;904,34;0;12/06/2017;22/06/2017;904.34;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929463201700002019P;FA052554;PAGO CONFIRMADO;271,29;0;12/06/2017;22/06/2017;271.29;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929463201700002018P;FA052536;PAGO CONFIRMADO;180,86;0;12/06/2017;22/06/2017;180.86;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16937764201700000015P;FA052534;PAGO CONFIRMADO;230,48;0;12/06/2017;20/06/2017;230.48;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16001588201700000002P;FA052553;PAGO CONFIRMADO;678,25;0;12/06/2017;20/06/2017;678.25;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16919059201700000120P;FA052532;PAGO CONFIRMADO;904,34;0;12/06/2017;22/06/2017;904.34;13/06/2017;ARCSA;12/06/2017;ANTICIPADO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16005312201700000012P;FA052550;PAGO CONFIRMADO;904,34;0;12/06/2017;22/06/2017;904.34;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929463201700002017P;FA052547;PAGO CONFIRMADO;271,29;0;12/06/2017;22/06/2017;271.29;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928551201700000343P;FA052526;PAGO CONFIRMADO;90,43;0;12/06/2017;22/06/2017;90.43;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901637201700000757P;FA052543;PAGO CONFIRMADO;904,34;0;12/06/2017;22/06/2017;904.34;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928551201700000342P;FA052542;PAGO CONFIRMADO;90,43;0;12/06/2017;22/06/2017;90.43;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901637201700000755P;FA052545;PAGO CONFIRMADO;904,34;0;12/06/2017;22/06/2017;904.34;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928551201700000340P;FA052520;PAGO CONFIRMADO;90,43;0;12/06/2017;22/06/2017;90.43;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928551201700000339P;FA052518;PAGO CONFIRMADO;90,43;0;12/06/2017;22/06/2017;90.43;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928990201700000055P;FA052516;PAGO CONFIRMADO;904,34;0;12/06/2017;22/06/2017;904.34;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16934976201700000003P;FA052513;PAGO CONFIRMADO;34,03;0;12/06/2017;20/06/2017;34.03;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928551201700000337P;FA052515;PAGO CONFIRMADO;90,43;0;12/06/2017;22/06/2017;90.43;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929438201700000052P;FA052512;PAGO CONFIRMADO;142,94;0;12/06/2017;20/06/2017;142.94;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16004468201700000007P;FA052508;PAGO CONFIRMADO;90,43;0;12/06/2017;22/06/2017;90.43;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910194201700000007P;FA052505;PAGO CONFIRMADO;904,34;0;12/06/2017;20/06/2017;904.34;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16912391201700000004P;FA052522;PAGO CONFIRMADO;90,43;0;12/06/2017;20/06/2017;90.43;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16922126201700000007P;FA052503;PAGO CONFIRMADO;452,17;0;12/06/2017;08/01/2018;452.17;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910876201700000010P;FA052496;PAGO CONFIRMADO;225,84;0;12/06/2017;08/01/2018;225.84;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913572201700000147P;FA052446;PAGO CONFIRMADO;904,34;0;12/06/2017;22/06/2017;904.34;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929372201700000180P;FA052482;PAGO CONFIRMADO;58,34;0;12/06/2017;20/06/2017;58.34;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16789826201700000003P;FA052432;PAGO CONFIRMADO;104,53;0;10/06/2017;20/06/2017;104.53;13/06/2017;ARCSA;10/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16786019201700000014P;FA052413;PAGO CONFIRMADO;96,09;0;09/06/2017;19/06/2017;96.09;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16786019201700000013P;FA052430;PAGO CONFIRMADO;96,09;0;09/06/2017;19/06/2017;96.09;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16786019201700000012P;FA052429;PAGO CONFIRMADO;96,09;0;09/06/2017;19/06/2017;96.09;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16788589201700000034P;FA052426;PAGO CONFIRMADO;96,09;0;09/06/2017;19/06/2017;96.09;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16788589201700000033P;FA052425;PAGO CONFIRMADO;96,09;0;09/06/2017;19/06/2017;96.09;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910876201700000009P;FA052411;PAGO CONFIRMADO;225,84;0;09/06/2017;08/01/2018;225.84;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16788589201700000031P;FA052409;PAGO CONFIRMADO;96,09;0;09/06/2017;19/06/2017;96.09;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928812201700000119P;FA052422;PAGO CONFIRMADO;271,29;0;09/06/2017;19/06/2017;271.29;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16901637201700000760P;FA052408;PAGO CONFIRMADO;904,34;0;09/06/2017;19/06/2017;904.34;13/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16910496201700000004P;FA052391;PAGO CONFIRMADO;904,34;0;09/06/2017;05/01/2018;904.34;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16930864201700000028P;FA052390;PAGO CONFIRMADO;225,84;0;09/06/2017;05/01/2018;225.84;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927758201700000011P;FA052386;PAGO CONFIRMADO;395,65;0;09/06/2017;17/06/2017;395.65;13/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927758201700000010P;FA052385;PAGO CONFIRMADO;395,65;0;09/06/2017;17/06/2017;395.65;13/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16937764201700000014P;FA052381;PAGO CONFIRMADO;172,86;0;09/06/2017;17/06/2017;172.86;13/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16932604201700000068P;FA052376;PAGO CONFIRMADO;90,43;0;09/06/2017;17/06/2017;90.43;13/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16782910201700000006P;FA052375;PAGO CONFIRMADO;10,45;0;09/06/2017;17/06/2017;10.45;13/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16912482201700000006P;FA052371;PAGO CONFIRMADO;19,78;0;09/06/2017;17/06/2017;19.78;13/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16912482201700000003P;FA052370;PAGO CONFIRMADO;197,82;0;09/06/2017;17/06/2017;197.82;13/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16934626201700000001P;FA052368;PAGO CONFIRMADO;104,53;0;09/06/2017;17/06/2017;104.53;13/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927389201700000006P;FA052322;PAGO CONFIRMADO;340,34;0;08/06/2017;16/06/2017;340.34;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16791149201700000003P;FA052287;PAGO CONFIRMADO;104,53;0;08/06/2017;16/06/2017;104.53;13/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928766201700000078P;FA052261;PAGO CONFIRMADO;180,86;0;08/06/2017;16/06/2017;180.86;13/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16790017201700000009P;FA052259;PAGO CONFIRMADO;10,45;0;08/06/2017;16/06/2017;10.45;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927383201700000298P;FA052257;PAGO CONFIRMADO;58,34;0;08/06/2017;16/06/2017;58.34;13/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927383201700000299P;FA052263;PAGO CONFIRMADO;58,34;0;08/06/2017;16/06/2017;58.34;13/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927383201700000297P;FA052256;PAGO CONFIRMADO;58,34;0;08/06/2017;16/06/2017;58.34;13/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928990201700000030P;FA052241;PAGO CONFIRMADO;904,34;0;08/06/2017;16/06/2017;904.34;13/06/2017;ARCSA;08/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933376201700000036P;FA052232;PAGO CONFIRMADO;395,65;0;08/06/2017;16/06/2017;395.65;13/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928949201700000346P;FA052248;PAGO CONFIRMADO;90,43;0;08/06/2017;16/06/2017;90.43;13/06/2017;ARCSA;08/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928949201700000344P;FA052247;PAGO CONFIRMADO;180,86;0;08/06/2017;16/06/2017;180.86;13/06/2017;ARCSA;08/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16004129201700000067P;FA052227;PAGO CONFIRMADO;180,86;0;08/06/2017;16/06/2017;180.86;13/06/2017;ARCSA;08/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928949201700000331P;FA052246;PAGO CONFIRMADO;904,34;0;08/06/2017;16/06/2017;904.34;13/06/2017;ARCSA;08/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16928949201700000322P;FA052226;PAGO CONFIRMADO;904,34;0;08/06/2017;16/06/2017;904.34;13/06/2017;ARCSA;08/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913572201700000149P;FA052201;PAGO CONFIRMADO;904,34;0;08/06/2017;16/06/2017;904.34;13/06/2017;ARCSA;08/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16929446201700000023P;FA052199;PAGO CONFIRMADO;904,34;0;08/06/2017;16/06/2017;904.34;13/06/2017;ARCSA;08/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16789522201700000010P;FA052216;PAGO CONFIRMADO;96,09;0;08/06/2017;16/06/2017;96.09;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16914261201700000222P;FA052185;PAGO CONFIRMADO;71,47;0;08/06/2017;16/06/2017;71.47;13/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16913573201700000007P;FA052164;PAGO CONFIRMADO;56,52;0;07/06/2017;03/01/2018;56.52;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16934938201700000013P;FA052151;PAGO CONFIRMADO;20,9;0;07/06/2017;15/06/2017;20.9;13/06/2017;ARCSA;07/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16779972201700000001P;FA052150;PAGO CONFIRMADO;20,9;0;07/06/2017;15/06/2017;20.9;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16794522201700000001P;FA052128;PAGO CONFIRMADO;340,34;0;07/06/2017;15/06/2017;340.34;13/06/2017;ARCSA;07/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16927944201700000027P;FA052087;PAGO CONFIRMADO;34,03;0;07/06/2017;15/06/2017;34.03;13/06/2017;ARCSA;09/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16922165201700000004P;FA052042;PAGO CONFIRMADO;68,06;0;06/06/2017;14/06/2017;68.06;13/06/2017;ARCSA;06/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16785443201700000001P;FA052014;PAGO CONFIRMADO;340,34;0;06/06/2017;14/06/2017;340.34;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933511201700000009P;FA051973;PAGO CONFIRMADO;904,34;0;05/06/2017;13/06/2017;904.34;13/06/2017;ARCSA;12/06/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16927860201700000002P;FA051933;PAGO CONFIRMADO;90,43;0;05/06/2017;13/06/2017;90.43;13/06/2017;ARCSA;06/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16934112201700000025P;FA051888;PAGO CONFIRMADO;79,12;0;05/06/2017;13/06/2017;79.12;13/06/2017;ARCSA;05/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16934112201700000024P;FA051908;PAGO CONFIRMADO;59,34;0;05/06/2017;13/06/2017;59.34;13/06/2017;ARCSA;05/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16780068201700000013P;FA051875;PAGO CONFIRMADO;904,34;0;05/06/2017;13/06/2017;904.34;13/06/2017;ARCSA;05/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16933256201700000058P;FA051120;PAGO CONFIRMADO;45,22;0;29/05/2017;08/01/2018;45.22;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16911264201600000237P;FA050726;PAGO CONFIRMADO;452,17;0;23/05/2017;08/01/2018;452.17;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16911264201700000008P;FA050577;PAGO CONFIRMADO;510,51;0;22/05/2017;08/01/2018;510.51;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;VENTANILLA;LIQUIDACION POR SOLICITUD VUE
16931292201500000213P;FA047523;PAGO CONFIRMADO;452,17;0;11/04/2017;08/01/2018;452.17;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16933256201600000102P;FA046948;PAGO CONFIRMADO;90,43;0;04/04/2017;08/01/2018;90.43;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16933256201600000082P;FA046941;PAGO CONFIRMADO;90,43;0;04/04/2017;08/01/2018;90.43;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
16931292201600000081P;FA045174;PAGO CONFIRMADO;180,86;0;03/03/2017;08/01/2018;180.86;13/06/2017;ARCSA;13/06/2017;BANCO DEL PACIFICO;DINERO ELECTRONICO;LIQUIDACION POR SOLICITUD VUE
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
